,SMARCA1,FMO4,HLF,AKAP12,LINC00862,SEMA4A,TUBB3,UGGT2,DBP,GSTM2,STRIP2,ATP13A5,ITGA9-AS1,SDR42E1,NKILA,PRSS12,TEF,PCDHA13,HTR1D,ITGB1-DT,PNMA1,ADAMTS6,LINC00346,FAM83A-AS1,BLOC1S4,TP53I3,VAV2,INSYN1-AS1,PLEKHG2,LINC02598,GVQW2,DNAJC10,CTTNBP2,IBTK,FAM117A,FUBP1,JPH1,WSCD2,SLC52A1,RHOF,ABL2,CBX7,ASTE1,COLCA1,TM9SF1,LRP10,HARS2,SLC9A9,COBLL1,FBXO4,FAM222B,IRX6,SLC15A2,SYNPR-AS1,PVR,SLC1A4,KLRG2,LINC00240,BZW1,train_mean_me1,train_mean_me2,train_mean_me3
TRAIN_0245,5.671,2.6308,2.6308,3.3646,0.518,4.1723,1.9822,4.1996,3.9227,3.9227,1.1542,-2.1566,1.4559,3.926,1.6744,2.8119,3.4399,-2.6871,-4.272,-2.1566,4.6418,0.518,-0.0241,0.3328,4.1217,6.33,3.3597,-5.857,3.6528,-5.857,-0.3024,6.7501,0.7128,5.316,3.7559,6.045,1.8641,-3.5351,0.8845,1.9309,3.4536,3.8347,3.1402,4.4593,2.4422,6.7164,3.5714,3.6918,4.7605,5.2561,3.0529,-3.0497,4.3241,2.4961,3.4445,3.9963,0.5859,1.8365,8.0177,-0.014434441,-0.013946028,0.028539152
TRAIN_0246,7.7501,1.9212,1.3559,6.456,1.4784,4.7551,3.4648,4.4543,1.8322,1.8474,2.5661,-3.9189,-1.1716,2.0844,3.7383,3.2667,2.4005,1.3236,3.3058,-0.2833,4.8704,1.4685,3.1792,3.1731,4.4216,6.1065,6.0243,-6.7262,7.0236,-4.4043,-0.2184,7.4022,-0.0969,6.6452,2.8569,7.1492,2.7147,-0.2833,1.7042,4.1541,5.2507,3.3914,3.0469,0.7895,3.2001,8.9701,5.25,2.1956,5.4664,3.4324,6.0079,0.4337,4.6242,-1.9713,5.9908,4.8183,-0.7038,0.1193,7.402,-0.03488287,0.066282451,-0.005518864
TRAIN_0247,6.9719,1.6727,1.1774,8.8807,0.7331,5.8771,4.1038,5.4362,3.2244,2.9161,3.406,-5.1977,0.4748,3.6321,1.9419,1.8576,3.8549,-1.7382,0.8247,-0.0684,5.1676,0.5837,2.7271,4.2011,4.6081,4.3512,5.9866,-5.1977,6.3774,-5.1977,-2.8757,7.4127,-0.1533,6.2582,4.7227,6.8146,1.5705,-1.7382,3.3684,3.688,5.4106,4.4623,2.237,1.0691,3.6065,8.74,5.2952,2.8191,5.7645,4.2096,6.4111,-1.7382,2.9572,-0.8053,5.8087,5.7205,2.0407,-0.6741,8.0376,-0.036855652,0.038431917,-0.045975351
TRAIN_0248,6.2215,2.2473,0.3754,4.2406,-6.3111,5.8741,1.8336,4.1141,3.1707,4.6144,0.1646,0.4833,0.2281,4.9219,2.0769,6.1684,5.6074,-2.4042,-0.4285,-3.1412,4.065,0.7223,1.9972,-0.8848,4.1287,3.9356,4.5875,-6.3111,5.4053,1.0726,0.2888,6.5907,0.8488,5.5696,5.7404,7.3877,3.1545,3.4354,1.0018,-1.1017,5.7357,5.8766,4.0628,5.8075,1.8538,6.4823,5.156,1.0726,4.6626,4.0585,4.9726,3.5359,3.2682,-1.0257,5.6118,6.6667,1.0726,1.4768,6.3725,0.009208871,0.01197904,0.045416678
TRAIN_0249,5.5185,1.8384,3.2854,5.3288,-2.4095,5.1649,3.6129,4.777,2.9196,1.4584,4.0962,-3.9945,-0.644,2.2573,2.846,1.8882,4.4576,-0.8901,3.0123,0.1266,5.6562,1.4047,2.7578,4.2733,3.9586,5.173,6.1672,-6.3164,5.2988,-4.7314,-4.7314,7.7252,-0.9588,6.5557,3.9702,7.071,2.2497,2.242,1.8283,3.4098,6.6686,3.8991,2.6976,-3.509,2.8051,7.8191,5.2348,3.3823,5.0351,3.1694,5.5208,-3.1465,2.4284,-2.2289,7.1178,5.7767,-0.9588,-1.3622,7.5977,-0.047539957,-0.008219539,-0.017802233
TRAIN_0250,6.7118,3.1407,7.0366,3.6771,1.2138,6.8111,1.9015,3.9347,5.0607,3.3827,0.8188,1.3299,1.2138,4.1576,1.9747,6.8838,5.4959,1.0297,-0.2873,-3.3626,4.5841,-0.4975,0.8635,1.143,3.9937,4.6495,5.3274,-3.848,4.9208,-3.3626,-4.585,6.4647,2.1565,5.7708,5.034,6.4011,3.7564,-0.7437,2.8826,1.6439,5.9205,4.8023,2.6724,3.8511,3.4056,8.1355,5.4994,2.7814,5.8297,3.546,5.7612,1.5096,4.8009,0.7004,4.6155,5.72,2.2181,0.2395,6.9812,-0.025592505,0.032539187,-0.016578928
TRAIN_0251,6.5705,1.8665,4.6467,4.0806,-2.461,6.1444,3.8568,4.4505,4.0901,3.7379,0.9985,-2.702,-0.6696,3.2331,2.6746,2.3816,4.9425,-3.8395,0.8044,-2.461,5.2559,0.1054,2.7664,-0.2788,4.2763,4.4941,5.8481,-6.1614,5.1407,-6.1614,-3.3541,7.0214,1.0185,6.0562,4.4282,6.7464,3.001,-1.6378,1.431,2.6167,5.4108,4.4376,3.1717,2.0722,3.1851,8.198,4.6643,3.5546,5.5771,3.4179,5.8765,-0.3801,5.2643,-0.8039,5.3319,5.3666,-0.6068,-0.8039,7.2542,-0.029746981,-0.008458771,0.005447549
TRAIN_0252,6.4719,2.9995,7.1272,4.9589,-2.149,8.1424,-2.149,4.0752,3.6719,2.7942,2.1078,-1.1072,2.1166,4.3531,0.706,4.8529,5.9696,1.7803,-3.9146,-3.0666,4.3846,0.1033,-0.6218,-1.7129,3.5692,4.2939,6.2661,-3.0666,4.1375,-6.2365,-1.8442,6.5787,1.8772,5.78,5.852,6.3553,3.812,0.2713,2.4535,1.2633,4.944,6.2937,3.1276,6.2814,3.4691,8.8616,4.7213,3.5628,6.3729,3.4999,5.2038,4.7329,6.5994,-2.5361,5.1574,5.6953,-0.0868,-0.3058,6.3534,-0.01080036,0.001759786,0.009510161
TRAIN_0253,7.2749,2.5098,5.9052,4.67,-1.7949,5.7997,0.4993,3.9815,4.7894,4.4137,-0.4058,-0.6326,1.8184,3.4146,2.4312,4.3315,6.6822,-0.8296,-1.5433,-2.2803,4.6433,3.0051,0.8896,-3.8653,3.641,4.8593,5.4998,-2.2803,3.9305,-2.2803,-1.6636,7.1804,1.032,6.5363,5.2656,6.7795,5.0265,1.8517,2.3087,2.5167,4.6962,5.1217,2.7227,4.5669,3.4071,8.2171,4.8565,3.7539,6.193,3.9174,4.759,-0.2564,6.3366,-1.1428,5.0895,6.5273,0.633,0.6832,6.7614,-0.010711199,0.034147379,0.000262908
TRAIN_0254,6.7562,0.1052,2.5395,7.3419,-6.1985,1.5362,2.8809,5.2345,2.265,3.5446,4.1357,-2.7391,0.488,0.8349,4.2371,4.0787,4.4226,-1.3406,-2.1111,-1.9506,6.1015,1.8183,3.0938,-2.1111,4.129,4.3627,5.7705,-3.8766,8.8545,-4.6136,-1.1542,6.7999,1.0011,6.3292,2.265,7.5261,3.8554,-6.1985,-3.3912,0.2108,5.8799,2.5926,2.7113,0.0682,4.0315,7.1663,6.0697,3.3656,2.5663,2.4774,5.7654,0.2772,2.6871,-3.0286,5.7582,4.8642,-1.675,0.6216,7.4054,-0.036836635,0.041115644,-0.124964857
TRAIN_0255,6.4385,1.5193,1.2257,7.5399,-1.4945,5.0581,3.6723,4.8662,4.8176,2.8729,4.085,-3.61,-1.4224,3.1582,4.3435,3.2982,3.7348,-2.1361,4.2362,-0.7139,6.3782,1.4537,3.854,-0.0385,4.8325,6.8079,6.2082,-6.78,6.1241,-6.78,-1.4224,7.8057,-2.6925,6.9727,4.4422,6.6274,2.8366,-3.3205,1.259,4.9347,5.3746,3.5743,2.64,0.2087,3.6113,8.7558,5.3065,2.8476,5.8067,3.1757,5.8052,3.0193,1.5994,-6.78,6.2752,4.6531,0.0904,-2.3876,7.9324,-0.028111113,0.042350122,0.022400712
TRAIN_0256,5.5357,3.7865,0.5191,4.1,-2.2562,2.5151,3.6037,5.4341,3.4119,4.402,1.8443,-2.4972,-1.0024,3.0518,4.477,1.7916,4.3843,-4.3717,4.1081,-3.1493,4.4894,2.5864,5.2788,3.2007,4.9191,5.2301,4.945,-5.9566,4.9983,-2.2562,-2.0497,6.9739,-2.7867,6.7566,3.2842,6.9327,3.9091,-1.4331,2.457,4.042,5.3871,4.9176,2.3788,3.1804,4.1135,8.1997,5.8853,0.8378,4.6682,2.9412,4.9344,-5.9566,4.706,0.9622,5.4427,4.2925,-2.4972,-1.3128,7.919,-0.038035627,-0.028806176,0.045664996
TRAIN_0257,5.4573,1.1716,-0.7469,6.3121,0.741,4.6645,3.5376,4.6678,3.4861,1.1901,4.3743,-4.5195,0.0853,3.5732,3.7332,2.5358,4.6744,0.4654,2.2129,0.4654,6.3215,2.2662,1.8322,0.004,3.698,4.6512,6.7187,-6.1045,5.8274,-6.1045,-6.1045,7.5514,-1.0601,5.7272,2.7504,6.549,2.7125,-2.1976,-0.3766,2.6997,6.1939,2.5855,2.5925,-0.4898,3.8483,8.4313,5.5153,3.0779,5.0357,3.2376,5.7049,-3.7825,2.2749,-3.7825,7.2377,5.2744,-0.3231,-1.4606,8.0621,-0.03361301,0.009401766,0.007535023
TRAIN_0258,5.8913,2.6778,6.5054,1.8918,-5.6396,7.3057,-1.116,3.0574,4.5784,3.7463,0.4265,-2.1801,0.9603,3.7719,1.5988,5.0408,4.4677,-1.116,1.4585,-4.0546,4.4198,-2.1801,0.2912,0.469,4.7147,4.3786,4.9407,-2.8322,3.9659,-5.6396,-1.116,6.7248,-0.085,5.9562,5.5754,5.9308,1.9678,-3.3176,1.4373,0.8034,5.4565,4.2044,2.237,2.6505,3.1253,7.244,4.4062,3.0574,5.4525,3.4292,5.8933,-0.8847,4.1694,0.2431,6.9052,5.7987,-0.9957,0.7355,6.8067,-0.030523166,-0.050123958,0.02981003
TRAIN_0259,5.8319,2.8738,7.8428,4.6582,-0.5389,6.1153,2.888,5.7507,2.8785,2.556,0.523,-3.2018,1.517,4.1742,2.1943,2.8007,4.972,-1.4176,4.4587,-1.6169,5.2406,0.6835,3.7485,1.4161,3.9847,4.8285,5.8906,-6.3718,5.3455,-6.3718,-0.3494,7.75,1.5882,7.0172,4.4963,6.4494,2.6367,-0.222,1.8903,1.9989,4.7017,4.5283,2.2094,2.4516,3.2594,8.7622,4.3587,2.8352,5.7953,2.9569,5.8477,2.4452,5.2507,-1.6169,6.4438,6.1864,0.9945,-0.8172,7.249,-0.023201217,0.028940009,0.022712066
TRAIN_0260,7.8002,0.7524,1.8198,4.2119,-1.588,4.9621,1.1789,4.0716,3.2441,2.4663,2.9152,-6.5422,-0.3134,3.3266,1.8544,0.4236,3.7328,-0.2754,-0.7608,-1.2568,6.043,0.5559,2.5585,-1.4129,4.3715,2.9676,5.6411,-6.5422,6.519,-2.4547,-2.0186,7.6306,0.116,6.5534,5.0253,6.653,4.8783,-2.6353,-0.5649,1.5293,4.6371,4.04,2.9989,1.3096,3.9921,7.9878,4.68,2.6501,5.1456,2.8132,5.7868,-1.588,2.9028,-0.3924,6.3758,5.268,-2.4547,0.3033,7.0438,-0.037683159,0.002967025,-0.043862339
TRAIN_0261,5.7466,2.1717,2.124,7.608,-1.3114,5.0499,2.4612,4.9991,3.9423,4.0139,1.5926,-4.0338,1.6722,2.6129,3.7224,3.6845,5.3303,-2.6553,1.0451,-0.425,6.1404,3.6845,2.8993,1.0621,3.9239,5.5857,5.9799,-4.0338,6.3634,-3.5484,-1.4978,6.8938,2.5177,5.7603,4.0117,6.1029,1.028,2.0149,0.5631,2.6638,5.5538,5.4366,3.0934,3.1341,2.8755,8.6437,5.0393,3.246,4.9058,3.3602,5.7134,-0.8012,3.7567,-1.0703,5.2474,5.5311,-4.0338,-1.1463,6.8156,-0.010453817,0.025711852,-0.000557559
TRAIN_0262,6.0432,3.3097,5.5654,4.0247,-6.2734,5.2779,3.2908,3.4392,4.286,4.6177,1.6395,-1.0639,0.8247,4.1871,1.5014,2.9864,5.8011,-2.5729,-2.0254,-3.9514,4.8345,-0.9158,0.5721,-2.1859,4.072,5.4828,5.2487,-6.2734,4.4973,-3.466,-1.229,6.7979,1.0395,5.727,5.1876,6.6568,2.7406,-0.4405,3.3866,1.9115,4.6596,5.9031,2.9817,3.6939,3.0951,7.8516,5.4685,3.9566,4.9928,3.5356,5.2903,6.3703,3.9805,1.3191,4.4035,6.4303,-0.7188,0.9263,6.3562,-0.011156704,-0.009810749,0.028143287
TRAIN_0263,5.3138,3.6592,3.8606,3.8818,-3.5096,6.4344,0.6514,4.0096,3.8372,5.9215,1.8479,2.3289,0.1149,3.8913,1.3484,4.5318,5.3768,-3.8722,-0.3757,-3.8722,4.9889,-0.0213,0.263,2.2949,4.1557,3.5767,5.7595,-1.7253,4.2519,-3.5096,-0.5298,7.0574,1.8003,5.6387,4.5232,6.8793,4.6742,-2.2872,2.4575,0.7881,4.7691,4.0944,3.3191,4.3141,3.0192,7.8075,4.7804,3.4664,6.1891,3.7074,5.0624,3.1198,4.5855,-1.7253,5.8245,8.119,2.5372,0.2393,7.751,0.042378356,0.007558281,0.011616943
TRAIN_0264,5.9394,1.5195,3.4327,4.1596,-2.7195,6.6968,0.3326,4.6365,3.2196,5.8066,2.9329,1.9108,1.0196,3.7601,1.1761,3.4634,5.1093,-6.8069,-2.052,-3.9996,5.3182,1.5897,1.2964,-0.1487,3.5026,4.8302,5.6358,-0.207,5.6054,-3.9996,-0.5781,5.8222,1.6067,5.3123,4.4651,6.3164,4.6469,-1.6776,3.9753,1.8333,5.6006,4.4628,3.461,7.3301,3.3717,7.9473,4.2504,5.6922,6.0559,3.6999,5.039,4.0549,4.0977,-2.9,5.0437,5.662,4.0012,-2.052,6.3559,0.043455685,-0.071311691,0.042345824
TRAIN_0265,5.5859,3.7117,2.2592,4.2813,-3.4895,7.3429,-0.3697,3.4385,4.3536,3.1286,0.0485,-0.5606,0.211,5.7425,1.1544,5.4774,5.0404,-4.868,-2.7976,-3.4895,4.9261,0.0293,-0.2241,-0.6201,3.7938,4.9448,4.3965,-0.1565,5.0666,0.0675,-1.6353,6.4309,2.1432,6.2283,4.2556,6.7966,4.1393,2.8115,3.1709,1.6271,5.9214,4.8203,4.7286,5.8706,2.9962,8.3589,4.7977,3.2644,7.2589,3.3009,5.4401,3.9323,5.3206,-0.271,5.872,6.1809,2.7945,0.4025,7.6254,0.046864024,0.046809619,0.044818037
TRAIN_0266,6.2412,3.0779,2.6047,4.5442,-4.1065,5.4342,3.1676,5.0897,2.629,4.2958,1.6275,0.9085,0.4583,4.4789,2.2686,3.5366,3.8638,-2.3222,-0.9365,-4.1065,4.0927,1.5533,2.6705,-1.0866,3.3039,3.9638,5.9157,-1.604,7.4941,-7.2764,0.9476,6.9389,1.988,4.9174,3.6297,7.0326,3.1614,-0.5899,1.2511,0.9763,4.9965,4.0393,4.468,3.0194,2.5986,6.0882,5.1285,1.1116,4.9936,3.7904,4.9965,3.0331,3.3756,-1.5485,4.5711,5.409,0.858,2.4258,6.8612,0.009154448,-0.0248631,0.013986137
TRAIN_0267,3.0469,4.2127,1.3783,2.5991,-3.4574,6.3823,3.576,4.0722,4.0757,4.1351,3.6957,0.1409,2.0972,4.0336,2.104,5.5093,5.8588,-4.3054,-0.1844,-3.4574,5.261,-0.5612,2.6923,2.2275,4.0424,3.9416,6.1382,-4.3054,4.115,-0.9549,-0.2179,6.9262,3.0327,5.4651,5.206,6.6559,4.0138,3.2415,0.8565,0.6673,5.3229,4.5306,4.2189,0.739,2.9892,7.0962,4.7406,3.0714,7.3559,3.293,4.14,-3.1679,2.6742,-1.4179,6.7419,7.754,4.1466,0.6856,7.9073,0.031619281,-0.069234117,0.034429084
TRAIN_0268,5.5725,2.2412,2.2936,4.1033,-4.6536,6.5152,1.2676,4.0885,2.2795,3.7818,2.2605,-2.8881,0.5713,0.851,0.786,6.415,4.3803,-3.0687,0.1013,-3.8056,5.4197,0.1225,0.8886,3.2712,4.1059,4.8418,6.0393,-2.1176,4.9826,-4.6536,-1.0448,7.0564,2.2747,6.3541,4.3356,6.2823,5.0374,-0.867,2.1969,1.2865,4.8225,3.2688,2.8172,2.7162,3.3497,8.173,4.7596,3.2901,7.0822,3.7868,4.7105,2.3396,3.7935,-4.1682,5.2078,6.3516,0.5867,0.8123,7.0199,0.029859675,-0.00246037,-0.015168649
TRAIN_0269,6.2882,1.2211,2.2531,4.7536,-1.2237,5.0506,4.174,3.7713,4.1846,1.6981,2.5768,-2.6281,-0.3757,4.3897,2.1884,2.5348,3.9019,-5.1306,0.9065,-1.5862,5.2535,0.9498,3.3626,2.9193,3.8477,6.138,6.4432,-6.7155,5.3855,-5.1306,-1.358,7.6265,-0.3405,4.0797,3.5594,5.8229,4.0584,-6.7155,0.3613,2.8751,5.5748,2.9229,3.1094,3.1315,3.3275,8.3412,5.2022,2.6087,3.8362,3.0444,4.6171,-5.1306,5.3421,-1.5862,5.766,4.8586,1.9391,-0.2726,7.7785,-0.044749296,0.005451466,-0.005291648
TRAIN_0270,6.4549,2.3177,4.5194,5.7951,-3.0509,5.9637,2.8598,4.6426,4.001,3.6133,0.6955,-1.5175,1.1063,3.9088,1.7318,3.101,5.4966,-3.3919,-1.2765,-3.2114,4.773,-1.032,1.8175,-0.5846,3.4094,4.4098,6.6672,-5.7139,5.2265,-4.4915,-2.4408,6.965,1.412,5.7164,4.9423,6.3715,3.3513,-0.4786,2.1462,2.1337,5.3605,5.3124,3.5427,4.8607,2.7979,8.2118,4.1037,3.251,6.3259,3.7298,5.6457,0.9058,5.2196,-0.729,5.0374,5.2048,1.3342,0.5777,7.3405,-0.01387411,0.052904083,0.028360432
TRAIN_0271,7.0468,2.1623,4.6717,2.4482,-1.2202,5.2306,1.3987,4.247,3.3271,4.2156,4.5859,-4.0276,-0.1207,4.0403,1.9032,2.4264,3.6935,-3.2906,0.3182,-5.6125,5.4366,3.3959,1.6259,2.1357,4.3945,4.2439,4.7958,-5.6125,7.5629,-2.4426,-3.2906,8.4659,0.3648,5.8185,5.1827,6.585,2.359,-2.1531,-0.5681,-0.9687,5.9406,3.6659,3.2172,2.7755,3.6139,6.9731,5.7511,1.5064,5.8195,3.0844,6.0255,0.6913,3.1323,0.0022,6.0648,6.7359,-3.2906,1.3762,6.9783,-0.043094646,-0.056793502,-0.022984884
TRAIN_0273,6.1881,1.155,0.3665,4.5485,-3.0929,4.236,4.287,4.3212,2.7287,1.8818,1.4583,-6.2628,0.7925,2.9684,-0.7082,2.3482,4.7435,-6.2628,1.3738,-2.8034,7.0601,1.551,4.0237,-6.2628,4.616,5.5625,6.3831,-6.2628,4.4105,-6.2628,-0.034,7.7337,-0.4815,6.5431,3.9815,6.065,4.5866,-3.4555,-2.0149,0.004,4.774,4.4828,2.2646,6.595,3.5716,8.1523,5.0642,2.8006,5.0115,2.9922,5.5505,-6.2628,-0.7082,0.4514,6.3238,5.8885,-2.1754,0.004,7.3782,-0.061651294,0.072855887,-0.039020088
TRAIN_0274,6.1117,1.9801,4.6774,3.7695,-1.0152,5.7269,1.7273,4.289,3.7506,1.8643,0.6651,-0.8088,1.2768,3.6316,1.6242,3.9125,6.5603,1.7815,-0.6859,-3.1307,5.0553,0.5195,0.9567,0.7546,3.4153,4.2121,6.0676,-6.3006,5.1407,-6.3006,-3.9787,7.2776,0.9185,5.5342,4.0841,6.1915,3.4725,-0.8088,2.6152,2.5666,5.0297,5.6976,3.2012,3.0938,4.2434,9.1469,5.5071,2.2955,5.24,4.3832,5.1987,1.7383,6.4948,-0.1108,6.05,5.9845,0.9755,-0.0339,7.0515,-0.024294517,0.021401567,-0.006008379
TRAIN_0275,6.2452,1.1969,3.0995,6.0681,-3.2904,6.2001,1.791,5.2112,3.594,3.1335,2.528,-6.0977,0.4721,3.2444,2.2015,2.7757,4.8717,-0.3698,0.1691,-2.9278,5.2833,2.0772,4.0016,1.4021,3.4356,4.8572,5.4506,-6.0977,7.0972,-4.5128,-3.7758,7.1483,0.2421,6.3625,4.8817,6.7824,-2.0103,0.9791,-0.4253,1.9302,5.9305,4.6613,2.9764,0.378,3.5078,8.2377,4.91,3.2038,5.7253,3.2399,5.4244,-2.3973,2.4683,-0.0316,5.8422,7.1631,0.5888,-0.6059,7.0194,-0.035530336,-0.017993175,-0.013735447
TRAIN_0276,2.8656,1.5291,1.0727,4.192,-4.3536,4.3294,1.4278,3.9426,3.443,1.0727,3.2488,-2.7686,1.2806,1.6835,2.5889,5.1549,6.391,-0.9843,0.6006,-0.8941,5.7667,1.0273,2.3141,0.9803,4.1396,5.4883,5.8292,-4.3536,4.6151,-3.6166,-2.0316,6.8654,0.2513,6.4669,3.9669,6.3547,3.6408,-1.2947,-0.6531,3.9148,5.916,5.2029,2.7017,0.748,2.8656,8.4075,5.0164,2.9774,5.7528,3.1985,4.8055,-2.7686,3.6446,0.9318,4.6734,4.6228,-0.0078,0.2513,7.2415,-0.033317663,-0.010069701,0.038078594
TRAIN_0277,5.6023,2.4518,5.8406,6.0602,-5.9189,6.2261,-0.086,3.7798,4.7259,3.9592,1.7178,-0.427,1.3003,3.3456,0.7105,4.2523,6.5941,-1.5265,-1.6709,-2.7489,4.5899,1.3003,1,-4.3339,3.2635,5.0563,5.7898,-5.9189,5.5624,-5.9189,-4.3339,6.2582,1.8427,5.782,4.9948,6.0836,4.7313,-0.3643,0.651,2.4948,5.4059,6.161,3.2385,5.64,2.9045,8.0203,4.9117,3.5095,6.1087,3.1445,4.765,0.0584,5.8937,-3.5969,5.6072,4.2014,1.6434,0.0119,6.1841,-0.014281256,0.018273134,-0.008859305
TRAIN_0278,6.3788,1.4291,3.5999,4.6009,-1.8844,6.5618,1.9169,4.4065,3.1023,3.4355,4.6997,-2.0649,0.7424,3.6774,0.7147,3.5732,3.8846,-0.0411,-0.4172,-3.1645,5.7751,0.8986,0.7147,1.9411,3.2498,4.324,5.9929,-5.9718,6.919,-2.5124,-2.5124,7.6652,1.842,6.0688,4.3802,6.6157,2.8323,-2.2714,0.0055,2.3274,5.0247,4.6493,2.95,2.8642,3.9093,8.4445,4.6765,3.4054,4.876,3.0808,5.2,1.1677,4.531,0.6864,7.4123,6.0222,0.332,-0.0892,7.1657,-0.031024366,0.032149704,0.012105169
TRAIN_0279,6.0306,3.3988,3.854,1.2396,-0.4303,5.1224,0.1977,4.6404,4.0311,4.0111,0.5026,-2.6673,1.001,4.1419,0.8652,4.2819,5.1519,-0.1893,-2.0153,-2.3048,4.8371,-2.6673,0.5477,-1.3872,5.1018,5.3763,5.2353,-5.4747,5.4831,-2.0153,-1.0824,6.1633,0.14,5.6001,4.7839,6.0765,5.9883,-3.8897,1.0645,0.5026,4.5574,4.224,3.6048,3.0291,3.1437,7.4473,5.6668,4.5097,5.2473,4.9358,4.3629,-3.1528,4.9058,1.7445,4.6088,2.3519,3.4708,1.8382,6.7381,-0.031422765,0.07204643,-0.076895265
TRAIN_0280,7.2999,1.461,-1.69,6.5221,1.9437,4.1984,4.4975,4.3962,2.6696,1.2338,1.7383,-4.1925,-0.1627,0.2887,6.3541,0.4514,3.1444,1.3206,4.4693,-0.4199,5.8615,1.916,2.4369,3.0395,4.7646,6.921,5.9745,-5.7774,6.2591,-5.7774,-1.1336,7.704,0.4893,6.4541,3.2197,7.0135,0.5976,1.3621,-1.0226,4.0852,5.7967,3.5422,2.1474,-1.5295,3.6593,8.8736,5.2826,2.8262,5.176,2.9539,5.4031,-4.1925,1.7064,-5.7774,5.5394,5.1643,-2.6075,-0.105,8.1099,-0.041451391,0.01434352,-0.00944572
TRAIN_0281,6.557,1.1806,0.9802,6.7386,-1.9697,5.3131,4.062,4.1861,3.2421,2.1022,3.8905,-2.9267,0.5481,2.8913,3.3157,1.0466,4.273,-0.2197,3.8508,-0.948,5.9857,2.9788,3.4153,1.79,3.7876,4.917,5.9906,-7.0141,6.2516,-3.5547,-2.2592,7.1581,1.7964,6.2731,3.6837,6.7011,2.595,1.4163,-1.3417,3.7827,6.1603,3.6015,2.867,0.6369,3.277,8.1179,4.9742,3.7129,4.9897,3.0506,5.1797,-4.6922,1.7835,-7.0141,5.9453,5.5296,-0.7474,-0.948,7.4565,-0.033670037,0.023482979,0.040119343
TRAIN_0282,5.3032,2.3079,4.2943,4.9492,0.6892,5.7605,3.3223,4.4512,3.414,3.2592,3.0906,-1.0865,0.6372,2.8606,2.3326,1.1637,3.9499,-4.546,2.7051,-1.883,4.8585,0.6892,3.2376,1.6956,3.8101,5.0973,5.924,-6.1309,5.6177,-6.1309,-2.224,7.1369,2.1217,5.9489,4.0099,6.1628,2.3729,-2.6715,0.7146,2.1865,5.5025,4.2277,2.9645,2.5799,3.1842,7.9046,4.8684,3.9094,4.69,3.6189,5.3167,0.469,4.899,-6.1309,6.2351,5.856,-1.7386,-0.5763,6.9061,-0.025298377,0.040970307,0.016269445
TRAIN_0283,6.3641,3.0089,4.0499,4.6863,-2.942,4.15,3.2251,3.811,3.97,3.6192,0.273,-0.7952,0.8506,4.0271,2.3953,1.8129,5.912,-1.5014,3.0804,-1.357,5.0014,0.7584,2.2336,1.3902,3.9769,4.471,5.5765,-5.7494,4.6115,-2.5794,-4.1644,6.4762,2.6643,5.5776,4.4368,6.4395,2.2106,1.2841,1.4105,1.7505,5.22,5.3934,2.8617,2.9887,3.2591,8.5384,5.5308,2.7859,5.078,3.845,5.1939,0.6257,5.3174,0.4405,5.2429,5.7776,1.7505,0.273,7.0622,-0.025300454,0.058786828,-0.009175059
TRAIN_0284,6.4403,2.7975,2.9445,3.9532,1.0999,4.8309,4.7433,4.4964,2.6765,4.1015,3.7956,0.7623,0.4042,3.4566,2.3043,0.0873,5.1666,-2.5756,1.3734,-4.1606,4.4206,0.2768,1.4929,1.3734,3.7282,4.973,5.2382,-5.7455,4.9278,-2.5756,-0.7913,7.0887,2.0292,6.0255,4.1718,6.247,2.8357,-1.1017,1.3313,2.4492,4.9278,3.9738,2.9584,1.8618,3.7282,9.0917,5.0366,1.9618,5.7246,3.5696,5.7707,-2.0451,5.9871,-0.2537,6.1159,6.1973,1.6208,-0.5361,6.9381,-0.023173636,-0.009845794,0.005390262
TRAIN_0285,6.4576,2.3591,4.1123,4.6509,-4.2409,4.7676,4.9759,4.0553,3.3112,2.7852,3.9307,-3.5039,0.2403,2.5096,2.6046,3.9506,4.2389,0.8324,2.9588,-1.5779,5.4717,0.2403,3.547,0.5492,4.0886,5.5045,5.9908,-5.8258,5.1636,-4.2409,-1.9189,7.8566,1.093,6.3337,4.0735,6.4822,3.5857,-0.4683,0.3239,2.9523,6.0648,4.2199,2.4549,2.099,3.7573,8.1762,4.9678,2.4549,5.7755,2.0507,5.3621,2.8987,3.723,0.2403,5.9956,5.5498,-2.6559,-0.9678,7.1315,-0.028363191,-0.0091921,0.004448625
TRAIN_0286,6.426,1.8255,2.963,5.1517,-2.6311,5.9317,3.004,4.1104,3.7768,2.3109,3.3099,-1.5399,0.2291,3.7455,1.3571,3.9983,4.8014,-0.1434,-3.4542,-3.4542,5.1528,0.3767,1.9875,1.7002,3.9753,5.4872,6.0719,-5.5697,6.0236,-7.1546,-3.0672,8.0767,0.8397,5.5207,4.2574,6.3632,1.8425,-0.9258,0.8397,1.5969,5.5904,4.7594,2.8383,4.2296,3.6932,8.3984,5.3978,3.5449,5.0576,3.5098,5.5525,6.2343,4.6897,0.2966,5.6286,6.6058,-0.3865,0.2632,7.3157,-0.018200499,0.004681611,-0.012849431
